Longtitude,Latitude
121.421082,31.23081
121.590865,31.076607
121.39299575,31.13766
121.5300974,31.293076199999998
121.182785,31.001878
121.41346488235297,31.640553117647055
121.80110177407882,31.15039321706719
121.31438441242936,31.202459243644064
121.48128283333327,31.250263375000003
121.749518,31.529652
121.420672,31.004047
121.223225,31.38841
121.65026,31.214393
121.737177,31.000575
121.41814099999999,31.415404
121.52105845751635,31.205469065359473
121.46503941666666,31.33767208333333
121.24399976923077,31.1202653076923
121.0759515,31.2862255
121.42667214999999,31.215133249999997
121.36069092794116,31.35245224558823
121.508585,30.911618
121.58751166438357,31.278395013698628
121.49799566666664,31.08369433333333
121.044102,31.012955
121.35362025,31.2636915
121.571295,31.194138
121.3648527222222,31.023822207602336
121.407506375,31.362639729166666
121.36893110215051,31.18380225268817
121.72695468076921,31.20962321332417
121.513327,31.139768
121.1302,30.857285
121.12512799999999,31.138775166666665
121.273482,31.322035
121.46113666666668,31.282146666666666
121.6315705,31.564799999999998
121.47490733333332,31.217379333333334
121.883622,30.976365
121.64173012903225,31.135472548387096
121.345618,31.465093
121.426535,31.1527985
121.72478,31.410077
121.388182,31.102855
121.67335449999999,31.278060500000002
121.15621817669174,31.302516830827063
121.44531571568628,31.38157732352941
121.77215,31.063933
121.33673025367648,30.854702720588232
121.33226884023668,31.15401712721892
121.641103,30.978128
121.526513,31.325602
121.03377422222218,31.605634555555554
121.384587,31.22947
121.508842,31.014458
121.280743,31.040915
121.253145,31.202455
121.58976934818008,31.13166478831417
121.705315,31.077868
121.433648,31.3105
121.5814165,31.334633
121.426293,31.250581500000003
121.54843666666666,31.245892333333334
121.48885428823112,31.284349397462996
121.50133876635509,31.35131051401869
121.4821200625,31.169816500000003
121.824583,30.90559
121.44444444828093,31.19005462004114
121.44656783333332,31.053633878787878
121.45763161960782,30.91740584313726
121.5241825,31.571641
121.480663,31.404932
121.362087,31.13004
121.3509275,31.3995995
121.84286,31.517468
121.752483,30.958957
121.41803268238995,31.12455853459119
121.20355,31.260058
121.30675,30.931238
121.4185665,31.178919999999998
121.036807,30.847242
121.290185,31.270708
121.3845685,31.259057
121.6102075,31.19495125
121.45924049803023,31.24112044545454
121.3628,31.205225
121.6417265,31.3056375
121.517927,31.2546685
121.30103458974355,31.11936624358974
121.225167,31.060827
121.58020300000001,31.2413315
121.12805,31.483613
121.34639699999998,31.311715333333332
121.43738144791666,31.333194416666664
121.478447,31.3221255
121.690407,31.541565
121.64234138095237,31.05583014285714
